ID_unidad_tfecha,Año,Fecha,Mes_num,Trimestre,Clues,Jurisdicción,Mes,Municipio,Unidad,Turno,Localidad,Consultorios Médicos,Tipologia,Aportacion_de_nucleos,Medicos_Turno,Nucleos_por_turno,Razón_nuclear_turno,JornadasxUnidad,Remover,Consultas_de_unidad
QTSSA000055;45214,2023,2023-10-15,10,T4,QTSSA000055,SAN JUAN DEL RÍO,Octubre,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,93
QTSSA000055;45245,2023,2023-11-15,11,T4,QTSSA000055,SAN JUAN DEL RÍO,Noviembre,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,74
QTSSA000055;44941,2023,2023-01-15,1,T1,QTSSA000055,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,94
QTSSA000055;45275,2023,2023-12-15,12,T4,QTSSA000055,SAN JUAN DEL RÍO,Diciembre,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,98
QTSSA000055;44972,2023,2023-02-15,2,T1,QTSSA000055,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,74
QTSSA000055;45000,2023,2023-03-15,3,T1,QTSSA000055,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,95
QTSSA000055;45031,2023,2023-04-15,4,T2,QTSSA000055,SAN JUAN DEL RÍO,Abril,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,91
QTSSA000055;45061,2023,2023-05-15,5,T2,QTSSA000055,SAN JUAN DEL RÍO,Mayo,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,96
QTSSA000055;45092,2023,2023-06-15,6,T2,QTSSA000055,SAN JUAN DEL RÍO,Junio,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,94
QTSSA000055;45122,2023,2023-07-15,7,T3,QTSSA000055,SAN JUAN DEL RÍO,Julio,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,90
QTSSA000055;45153,2023,2023-08-15,8,T3,QTSSA000055,SAN JUAN DEL RÍO,Agosto,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,71
QTSSA000055;45184,2023,2023-09-15,9,T3,QTSSA000055,SAN JUAN DEL RÍO,Septiembre,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,96
QTSSA000055;45306,2024,2024-01-15,1,T1,QTSSA000055,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,40
QTSSA000055;45337,2024,2024-02-15,2,T1,QTSSA000055,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,88
QTSSA000055;45366,2024,2024-03-15,3,T1,QTSSA000055,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,EL ATORON,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,75
QTSSA000060;45214,2023,2023-10-15,10,T4,QTSSA000060,SAN JUAN DEL RÍO,Octubre,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,109
QTSSA000060;45245,2023,2023-11-15,11,T4,QTSSA000060,SAN JUAN DEL RÍO,Noviembre,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,112
QTSSA000060;44941,2023,2023-01-15,1,T1,QTSSA000060,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,36
QTSSA000060;45275,2023,2023-12-15,12,T4,QTSSA000060,SAN JUAN DEL RÍO,Diciembre,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,66
QTSSA000060;44972,2023,2023-02-15,2,T1,QTSSA000060,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,95
QTSSA000060;45000,2023,2023-03-15,3,T1,QTSSA000060,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,88
QTSSA000060;45031,2023,2023-04-15,4,T2,QTSSA000060,SAN JUAN DEL RÍO,Abril,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,105
QTSSA000060;45061,2023,2023-05-15,5,T2,QTSSA000060,SAN JUAN DEL RÍO,Mayo,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,97
QTSSA000060;45092,2023,2023-06-15,6,T2,QTSSA000060,SAN JUAN DEL RÍO,Junio,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,119
QTSSA000060;45122,2023,2023-07-15,7,T3,QTSSA000060,SAN JUAN DEL RÍO,Julio,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,46
QTSSA000060;45153,2023,2023-08-15,8,T3,QTSSA000060,SAN JUAN DEL RÍO,Agosto,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,104
QTSSA000060;45184,2023,2023-09-15,9,T3,QTSSA000060,SAN JUAN DEL RÍO,Septiembre,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,94
QTSSA000060;45337,2024,2024-02-15,2,T1,QTSSA000060,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,55
QTSSA000060;45366,2024,2024-03-15,3,T1,QTSSA000060,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,DONICA,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,80
QTSSA000072;45214,2023,2023-10-15,10,T4,QTSSA000072,SAN JUAN DEL RÍO,Octubre,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,111
QTSSA000072;45245,2023,2023-11-15,11,T4,QTSSA000072,SAN JUAN DEL RÍO,Noviembre,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,116
QTSSA000072;44941,2023,2023-01-15,1,T1,QTSSA000072,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,111
QTSSA000072;45275,2023,2023-12-15,12,T4,QTSSA000072,SAN JUAN DEL RÍO,Diciembre,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,106
QTSSA000072;44972,2023,2023-02-15,2,T1,QTSSA000072,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,131
QTSSA000072;45000,2023,2023-03-15,3,T1,QTSSA000072,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,175
QTSSA000072;45031,2023,2023-04-15,4,T2,QTSSA000072,SAN JUAN DEL RÍO,Abril,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,85
QTSSA000072;45061,2023,2023-05-15,5,T2,QTSSA000072,SAN JUAN DEL RÍO,Mayo,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,102
QTSSA000072;45092,2023,2023-06-15,6,T2,QTSSA000072,SAN JUAN DEL RÍO,Junio,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,102
QTSSA000072;45122,2023,2023-07-15,7,T3,QTSSA000072,SAN JUAN DEL RÍO,Julio,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,96
QTSSA000072;45153,2023,2023-08-15,8,T3,QTSSA000072,SAN JUAN DEL RÍO,Agosto,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,112
QTSSA000072;45184,2023,2023-09-15,9,T3,QTSSA000072,SAN JUAN DEL RÍO,Septiembre,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,103
QTSSA000072;45306,2024,2024-01-15,1,T1,QTSSA000072,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,134
QTSSA000072;45337,2024,2024-02-15,2,T1,QTSSA000072,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,129
QTSSA000072;45366,2024,2024-03-15,3,T1,QTSSA000072,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,GALINDILLO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,127
QTSSA000096;45214,2023,2023-10-15,10,T4,QTSSA000096,SAN JUAN DEL RÍO,Octubre,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,117
QTSSA000096;45245,2023,2023-11-15,11,T4,QTSSA000096,SAN JUAN DEL RÍO,Noviembre,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,101
QTSSA000096;44941,2023,2023-01-15,1,T1,QTSSA000096,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,156
QTSSA000096;45275,2023,2023-12-15,12,T4,QTSSA000096,SAN JUAN DEL RÍO,Diciembre,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,131
QTSSA000096;44972,2023,2023-02-15,2,T1,QTSSA000096,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,80
QTSSA000096;45000,2023,2023-03-15,3,T1,QTSSA000096,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,161
QTSSA000096;45031,2023,2023-04-15,4,T2,QTSSA000096,SAN JUAN DEL RÍO,Abril,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,108
QTSSA000096;45061,2023,2023-05-15,5,T2,QTSSA000096,SAN JUAN DEL RÍO,Mayo,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,106
QTSSA000096;45092,2023,2023-06-15,6,T2,QTSSA000096,SAN JUAN DEL RÍO,Junio,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,102
QTSSA000096;45122,2023,2023-07-15,7,T3,QTSSA000096,SAN JUAN DEL RÍO,Julio,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,92
QTSSA000096;45153,2023,2023-08-15,8,T3,QTSSA000096,SAN JUAN DEL RÍO,Agosto,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,87
QTSSA000096;45184,2023,2023-09-15,9,T3,QTSSA000096,SAN JUAN DEL RÍO,Septiembre,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,138
QTSSA000096;45306,2024,2024-01-15,1,T1,QTSSA000096,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,143
QTSSA000096;45337,2024,2024-02-15,2,T1,QTSSA000096,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,75
QTSSA000096;45366,2024,2024-03-15,3,T1,QTSSA000096,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,LA PIEDAD,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,111
QTSSA000101;45214,2023,2023-10-15,10,T4,QTSSA000101,SAN JUAN DEL RÍO,Octubre,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,206
QTSSA000101;45245,2023,2023-11-15,11,T4,QTSSA000101,SAN JUAN DEL RÍO,Noviembre,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,167
QTSSA000101;44941,2023,2023-01-15,1,T1,QTSSA000101,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,127
QTSSA000101;45275,2023,2023-12-15,12,T4,QTSSA000101,SAN JUAN DEL RÍO,Diciembre,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,169
QTSSA000101;44972,2023,2023-02-15,2,T1,QTSSA000101,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,21
QTSSA000101;45000,2023,2023-03-15,3,T1,QTSSA000101,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,47
QTSSA000101;45031,2023,2023-04-15,4,T2,QTSSA000101,SAN JUAN DEL RÍO,Abril,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,171
QTSSA000101;45061,2023,2023-05-15,5,T2,QTSSA000101,SAN JUAN DEL RÍO,Mayo,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,197
QTSSA000101;45092,2023,2023-06-15,6,T2,QTSSA000101,SAN JUAN DEL RÍO,Junio,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,238
QTSSA000101;45122,2023,2023-07-15,7,T3,QTSSA000101,SAN JUAN DEL RÍO,Julio,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,184
QTSSA000101;45153,2023,2023-08-15,8,T3,QTSSA000101,SAN JUAN DEL RÍO,Agosto,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,92
QTSSA000101;45184,2023,2023-09-15,9,T3,QTSSA000101,SAN JUAN DEL RÍO,Septiembre,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,202
QTSSA000101;45306,2024,2024-01-15,1,T1,QTSSA000101,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,182
QTSSA000101;45337,2024,2024-02-15,2,T1,QTSSA000101,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,84
QTSSA000101;45366,2024,2024-03-15,3,T1,QTSSA000101,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,EL RINCÓN,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,180
QTSSA000125;45214,2023,2023-10-15,10,T4,QTSSA000125,SAN JUAN DEL RÍO,Octubre,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,54
QTSSA000125;45245,2023,2023-11-15,11,T4,QTSSA000125,SAN JUAN DEL RÍO,Noviembre,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,56
QTSSA000125;44941,2023,2023-01-15,1,T1,QTSSA000125,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,73
QTSSA000125;45275,2023,2023-12-15,12,T4,QTSSA000125,SAN JUAN DEL RÍO,Diciembre,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,31
QTSSA000125;44972,2023,2023-02-15,2,T1,QTSSA000125,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,37
QTSSA000125;45000,2023,2023-03-15,3,T1,QTSSA000125,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,87
QTSSA000125;45031,2023,2023-04-15,4,T2,QTSSA000125,SAN JUAN DEL RÍO,Abril,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,37
QTSSA000125;45061,2023,2023-05-15,5,T2,QTSSA000125,SAN JUAN DEL RÍO,Mayo,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,55
QTSSA000125;45092,2023,2023-06-15,6,T2,QTSSA000125,SAN JUAN DEL RÍO,Junio,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,77
QTSSA000125;45122,2023,2023-07-15,7,T3,QTSSA000125,SAN JUAN DEL RÍO,Julio,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,55
QTSSA000125;45153,2023,2023-08-15,8,T3,QTSSA000125,SAN JUAN DEL RÍO,Agosto,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,51
QTSSA000125;45184,2023,2023-09-15,9,T3,QTSSA000125,SAN JUAN DEL RÍO,Septiembre,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,60
QTSSA000125;45337,2024,2024-02-15,2,T1,QTSSA000125,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,38
QTSSA000125;45366,2024,2024-03-15,3,T1,QTSSA000125,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,SAN JOSÉ ITHO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,43
QTSSA000130;45214,2023,2023-10-15,10,T4,QTSSA000130,SAN JUAN DEL RÍO,Octubre,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,177
QTSSA000130;45245,2023,2023-11-15,11,T4,QTSSA000130,SAN JUAN DEL RÍO,Noviembre,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,156
QTSSA000130;44941,2023,2023-01-15,1,T1,QTSSA000130,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,180
QTSSA000130;45275,2023,2023-12-15,12,T4,QTSSA000130,SAN JUAN DEL RÍO,Diciembre,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,147
QTSSA000130;44972,2023,2023-02-15,2,T1,QTSSA000130,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,104
QTSSA000130;45000,2023,2023-03-15,3,T1,QTSSA000130,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,149
QTSSA000130;45031,2023,2023-04-15,4,T2,QTSSA000130,SAN JUAN DEL RÍO,Abril,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,120
QTSSA000130;45061,2023,2023-05-15,5,T2,QTSSA000130,SAN JUAN DEL RÍO,Mayo,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,126
QTSSA000130;45092,2023,2023-06-15,6,T2,QTSSA000130,SAN JUAN DEL RÍO,Junio,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,237
QTSSA000130;45122,2023,2023-07-15,7,T3,QTSSA000130,SAN JUAN DEL RÍO,Julio,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,153
QTSSA000130;45153,2023,2023-08-15,8,T3,QTSSA000130,SAN JUAN DEL RÍO,Agosto,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,158
QTSSA000130;45184,2023,2023-09-15,9,T3,QTSSA000130,SAN JUAN DEL RÍO,Septiembre,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,136
QTSSA000130;45306,2024,2024-01-15,1,T1,QTSSA000130,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,165
QTSSA000130;45337,2024,2024-02-15,2,T1,QTSSA000130,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,40,0,152
QTSSA000130;45366,2024,2024-03-15,3,T1,QTSSA000130,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,SAN PEDRO TENANGO,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,40,0,144
QTSSA000142;45214,2023,2023-10-15,10,T4,QTSSA000142,SAN JUAN DEL RÍO,Octubre,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLAN,M,RURAL,2,RURAL DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,262
QTSSA000142;45245,2023,2023-11-15,11,T4,QTSSA000142,SAN JUAN DEL RÍO,Noviembre,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLAN,M,RURAL,2,RURAL DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,213
QTSSA000142;44941,2023,2023-01-15,1,T1,QTSSA000142,SAN JUAN DEL RÍO,Enero,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLAN,M,RURAL,2,RURAL DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,191
QTSSA000142;45275,2023,2023-12-15,12,T4,QTSSA000142,SAN JUAN DEL RÍO,Diciembre,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLAN,M,RURAL,2,RURAL DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,201
QTSSA000142;44972,2023,2023-02-15,2,T1,QTSSA000142,SAN JUAN DEL RÍO,Febrero,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLAN,M,RURAL,2,RURAL DE 02 NÚCLEOS BÁSICOS,1,3,2,1.5,40,0,221
QTSSA000142;45000,2023,2023-03-15,3,T1,QTSSA000142,SAN JUAN DEL RÍO,Marzo,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLAN,M,RURAL,2,RURAL DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,243
QTSSA000142;45031,2023,2023-04-15,4,T2,QTSSA000142,SAN JUAN DEL RÍO,Abril,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLAN,M,RURAL,2,RURAL DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,230
QTSSA000142;45061,2023,2023-05-15,5,T2,QTSSA000142,SAN JUAN DEL RÍO,Mayo,AMEALCO DE BONFIL,SANTIAGO MEXQUITITLAN,M,RURAL,2,RURAL DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,261
